iter	Passed	Remaining
1661	30378	6177
1662	30394	6159
1663	30410	6140
1664	30429	6122
1665	30446	6103
1666	30466	6086
1667	30484	6067
1668	30500	6048
1669	30518	6030
1670	30536	6012
1671	30556	5994
1672	30573	5975
1673	30591	5957
1674	30604	5938
1675	30627	5920
1676	30642	5901
1677	30660	5883
1678	30678	5865
1679	30698	5847
1680	30715	5828
1681	30734	5810
1682	30753	5792
1683	30771	5774
1684	30791	5756
1685	30811	5738
1686	30830	5720
1687	30849	5702
1688	30869	5684
1689	30889	5666
1690	30906	5647
1691	30926	5629
1692	30946	5611
1693	30963	5593
1694	30981	5574
1695	30998	5556
1696	31015	5537
1697	31034	5519
1698	31054	5501
1699	31076	5484
1700	31094	5465
1701	31113	5447
1702	31132	5429
1703	31149	5410
1704	31166	5392
1705	31185	5374
1706	31205	5356
1707	31224	5338
1708	31244	5320
1709	31262	5301
1710	31280	5283
1711	31299	5265
1712	31317	5246
1713	31335	5228
1714	31351	5209
1715	31369	5191
1716	31386	5173
1717	31405	5154
1718	31425	5137
1719	31435	5117
1720	31449	5098
1721	31467	5080
1722	31487	5062
1723	31506	5043
1724	31525	5025
1725	31542	5007
1726	31559	4988
1727	31577	4970
1728	31595	4952
1729	31614	4934
1730	31630	4915
1731	31651	4897
1732	31668	4879
1733	31684	4860
1734	31705	4842
1735	31725	4824
1736	31746	4806
1737	31766	4788
1738	31787	4770
1739	31807	4752
1740	31824	4734
1741	31844	4716
1742	31863	4698
1743	31882	4679
1744	31903	4662
1745	31920	4643
1746	31942	4625
1747	31958	4607
1748	31975	4588
1749	31994	4570
1750	32011	4552
1751	32030	4534
1752	32051	4516
1753	32072	4498
1754	32092	4480
1755	32107	4461
1756	32124	4442
1757	32143	4424
1758	32162	4406
1759	32182	4388
1760	32200	4370
1761	32219	4351
1762	32236	4333
1763	32257	4315
1764	32278	4297
1765	32298	4279
1766	32319	4261
1767	32338	4243
1768	32357	4225
1769	32376	4207
1770	32394	4188
1771	32415	4170
1772	32433	4152
1773	32450	4134
1774	32471	4116
1775	32494	4098
1776	32514	4080
1777	32536	4062
1778	32559	4044
1779	32576	4026
1780	32599	4008
1781	32620	3990
1782	32638	3972
1783	32657	3954
1784	32677	3935
1785	32697	3917
1786	32717	3899
1787	32739	3881
1788	32758	3863
1789	32779	3845
1790	32798	3827
1791	32820	3809
1792	32838	3791
1793	32858	3773
1794	32879	3755
1795	32902	3737
1796	32919	3718
1797	32934	3700
1798	32954	3681
1799	32970	3663
1800	32989	3645
1801	33012	3627
1802	33029	3608
1803	33050	3590
1804	33070	3572
1805	33090	3554
1806	33112	3536
1807	33133	3518
1808	33155	3500
1809	33175	3482
1810	33191	3463
1811	33214	3446
1812	33233	3427
1813	33252	3409
1814	33272	3391
1815	33290	3373
1816	33309	3354
1817	33331	3336
1818	33350	3318
1819	33366	3299
1820	33385	3281
1821	33403	3263
1822	33420	3244
1823	33439	3226
1824	33450	3207
1825	33471	3189
1826	33488	3171
1827	33506	3152
1828	33522	3134
1829	33542	3115
1830	33562	3097
1831	33581	3079
1832	33601	3061
1833	33619	3042
1834	33638	3024
1835	33657	3006
1836	33677	2988
1837	33695	2969
1838	33712	2951
1839	33731	2933
1840	33751	2914
1841	33770	2896
1842	33788	2878
1843	33806	2859
1844	33824	2841
1845	33839	2823
1846	33858	2804
1847	33878	2786
1848	33897	2768
1849	33912	2749
1850	33929	2731
1851	33950	2713
1852	33967	2694
1853	33987	2676
1854	34007	2658
1855	34028	2640
1856	34050	2622
1857	34066	2603
1858	34083	2585
1859	34105	2567
1860	34124	2548
1861	34144	2530
1862	34163	2512
1863	34184	2494
1864	34204	2475
1865	34226	2457
1866	34241	2439
1867	34263	2421
1868	34281	2402
1869	34297	2384
1870	34318	2366
1871	34334	2347
1872	34350	2329
1873	34368	2310
1874	34385	2292
1875	34402	2273
1876	34416	2255
1877	34436	2237
1878	34458	2218
1879	34477	2200
1880	34495	2182
1881	34514	2164
1882	34534	2145
1883	34553	2127
1884	34572	2109
1885	34592	2090
1886	34610	2072
1887	34633	2054
1888	34653	2036
1889	34671	2017
1890	34689	1999
1891	34704	1981
1892	34721	1962
1893	34740	1944
1894	34757	1925
1895	34777	1907
1896	34795	1889
1897	34812	1870
1898	34828	1852
1899	34845	1833
1900	34858	1815
1901	34872	1796
1902	34890	1778
1903	34908	1760
1904	34926	1741
1905	34942	1723
1906	34959	1704
1907	34977	1686
1908	34995	1668
1909	35014	1649
1910	35032	1631
1911	35050	1613
1912	35069	1594
1913	35087	1576
1914	35104	1558
1915	35122	1539
1916	35141	1521
1917	35159	1503
1918	35177	1484
1919	35198	1466
1920	35220	1448
1921	35239	1430
1922	35261	1411
1923	35284	1393
1924	35303	1375
1925	35321	1357
1926	35342	1338
1927	35359	1320
1928	35380	1302
1929	35399	1283
1930	35416	1265
1931	35432	1247
1932	35454	1228
1933	35477	1210
1934	35495	1192
1935	35512	1173
1936	35532	1155
1937	35551	1137
1938	35571	1119
1939	35596	1100
1940	35618	1082
1941	35638	1064
1942	35660	1046
1943	35680	1027
1944	35700	1009
1945	35719	991
1946	35740	972
1947	35762	954
1948	35783	936
1949	35798	917
1950	35814	899
1951	35838	881
1952	35860	862
1953	35880	844
1954	35903	826
1955	35924	808
1956	35943	789
1957	35959	771
1958	35976	752
1959	35993	734
1960	36013	716
1961	36030	697
1962	36050	679
1963	36071	661
1964	36089	642
1965	36105	624
1966	36122	606
1967	36140	587
1968	36159	569
1969	36182	550
1970	36202	532
1971	36222	514
1972	36242	495
1973	36262	477
1974	36281	459
1975	36297	440
1976	36315	422
1977	36334	404
1978	36355	385
1979	36371	367
1980	36384	348
1981	36404	330
1982	36421	312
1983	36438	293
1984	36455	275
1985	36475	257
1986	36492	238
1987	36512	220
1988	36532	202
1989	36549	183
1990	36568	165
1991	36586	146
1992	36608	128
1993	36629	110
1994	36641	91
1995	36654	73
1996	36672	55
1997	36692	36
1998	36712	18
1999	36732	0
