iter	Accuracy	Logloss
161	0.9360362581	0.2348690407
162	0.9360362581	0.2348656147
163	0.9360362581	0.2348541965
164	0.9360362581	0.2348489882
165	0.9360362581	0.2348485274
166	0.9360362581	0.2348416637
167	0.9360362581	0.2348411402
168	0.9360362581	0.2348218105
169	0.9360362581	0.2348018123
170	0.9360362581	0.2347960589
171	0.9360362581	0.2347801616
172	0.9360362581	0.2347730044
173	0.9360362581	0.2347727695
174	0.9360362581	0.234772547
175	0.9360362581	0.2347702267
176	0.9360362581	0.2347700152
177	0.9360362581	0.2347642283
178	0.9360362581	0.2347611392
179	0.9360362581	0.234741604
180	0.9360362581	0.2347247384
181	0.9360362581	0.2347190297
182	0.9360362581	0.2347079991
183	0.9360362581	0.2347058828
184	0.9360362581	0.2346998613
185	0.9360362581	0.2346828821
186	0.9360362581	0.2346721936
187	0.9360362581	0.2346569138
188	0.9360362581	0.234645547
189	0.9360362581	0.2346329383
190	0.9360362581	0.2346189445
191	0.9360362581	0.2346141786
192	0.9360362581	0.2346140727
193	0.9360362581	0.2346074974
194	0.9360362581	0.2346011951
195	0.9360362581	0.2345879026
196	0.9360362581	0.2345873575
197	0.9360362581	0.2345850915
198	0.9360362581	0.2345786231
199	0.9360362581	0.2345686951
200	0.9360362581	0.2345604679
201	0.9360362581	0.2345582548
202	0.9360362581	0.2345525374
203	0.9360362581	0.2345514807
204	0.9360362581	0.2345482437
205	0.9360362581	0.2345336752
206	0.9360362581	0.2345336415
207	0.9360362581	0.234509617
208	0.9360362581	0.2345035293
209	0.9360362581	0.2345014356
210	0.9360362581	0.234501354
211	0.9360362581	0.2345013478
212	0.9360362581	0.2344989898
213	0.9360362581	0.2344909673
214	0.9360362581	0.234486357
215	0.9360362581	0.2344828383
216	0.9360362581	0.2344771089
217	0.9360362581	0.2344746619
218	0.9360362581	0.2344725291
219	0.9360362581	0.2344725213
220	0.9360362581	0.2344710821
221	0.9360362581	0.2344674631
222	0.9360362581	0.234461105
223	0.9360362581	0.2344560191
224	0.9360362581	0.2344560128
225	0.9360362581	0.2344544038
226	0.9360362581	0.2344394494
227	0.9360362581	0.2344288956
228	0.9360362581	0.2344235523
229	0.9360362581	0.234417475
230	0.9360362581	0.2344174147
231	0.9360362581	0.2344153416
232	0.9360362581	0.2344128826
233	0.9360362581	0.2344066218
234	0.9360362581	0.2344011712
235	0.9360362581	0.234390604
236	0.9360362581	0.234385844
237	0.9360362581	0.2343809489
238	0.9360362581	0.234372653
239	0.9360362581	0.2343713308
240	0.9360362581	0.2343656359
241	0.9360362581	0.2343595223
242	0.9360362581	0.2343571997
243	0.9360362581	0.2343519876
244	0.9360362581	0.2343453339
245	0.9360362581	0.2343396622
246	0.9360362581	0.2343311348
247	0.9360362581	0.2343229734
248	0.9360362581	0.234317923
249	0.9360362581	0.2343106716
250	0.9360362581	0.234308661
251	0.9360362581	0.2342940347
252	0.9360362581	0.2342927984
253	0.9360362581	0.2342927162
254	0.9360362581	0.2342843098
255	0.9360362581	0.2342803569
256	0.9360362581	0.2342751693
257	0.9360362581	0.2342738151
258	0.9360362581	0.2342738119
259	0.9360362581	0.2342670194
260	0.9360362581	0.2342569272
261	0.9360362581	0.2342569264
262	0.9360362581	0.23424709
263	0.9360362581	0.2342415902
264	0.9360362581	0.2342309822
265	0.9360362581	0.2342309051
266	0.9360362581	0.2342271811
267	0.9360362581	0.2342196697
268	0.9360362581	0.2342188129
269	0.9360362581	0.234217071
270	0.9360362581	0.2342155201
271	0.9360362581	0.2342064205
272	0.9360362581	0.2342063965
273	0.9360362581	0.2342063269
274	0.9360362581	0.2342045143
275	0.9360362581	0.2341999384
276	0.9360362581	0.2341947242
277	0.9360362581	0.2341934998
278	0.9360362581	0.2341863826
279	0.9360362581	0.2341764085
280	0.9360362581	0.2341734243
281	0.9360362581	0.2341728881
282	0.9360362581	0.2341671958
283	0.9360362581	0.2341569636
284	0.9360362581	0.2341551256
285	0.9360362581	0.2341520086
286	0.9360362581	0.2341432249
287	0.9360362581	0.2341409146
288	0.9360362581	0.2341409127
289	0.9360362581	0.2341344134
290	0.9360362581	0.2341119294
291	0.9360362581	0.2341038416
292	0.9360362581	0.234103059
293	0.9360362581	0.2341021342
294	0.9360362581	0.2340954153
295	0.9360362581	0.2340912662
296	0.9360362581	0.2340838977
297	0.9360362581	0.2340824823
298	0.9360362581	0.2340791709
299	0.9360362581	0.234079119
300	0.9360362581	0.2340790685
301	0.9360362581	0.2340790443
302	0.9360362581	0.2340752039
303	0.9360362581	0.2340747532
304	0.9360362581	0.2340687553
305	0.9360362581	0.2340632905
306	0.9360362581	0.2340561198
307	0.9360362581	0.2340473401
308	0.9360362581	0.2340472955
309	0.9360362581	0.234046653
310	0.9360362581	0.2340398249
311	0.9360362581	0.2340363511
312	0.9360362581	0.2340346475
313	0.9360362581	0.2340346432
314	0.9360362581	0.2340321815
315	0.9360362581	0.2340321387
316	0.9360362581	0.2340302253
317	0.9360362581	0.2340302249
318	0.9360362581	0.2340236336
319	0.9360362581	0.234022047
320	0.9360362581	0.2340220029
321	0.9360362581	0.2340219999
322	0.9360362581	0.2340189005
323	0.9360362581	0.2340188958
324	0.9360362581	0.2340185785
325	0.9360362581	0.2340116345
326	0.9360362581	0.2340058962
327	0.9360362581	0.2340032408
328	0.9360362581	0.2339976381
329	0.9360362581	0.2339909573
330	0.9360362581	0.2339842392
331	0.9360362581	0.2339840283
332	0.9360362581	0.2339822163
333	0.9360362581	0.2339722246
334	0.9360362581	0.233962576
335	0.9360362581	0.2339525869
336	0.9360362581	0.2339525847
337	0.9360362581	0.2339504532
338	0.9360362581	0.2339503915
339	0.9360362581	0.2339463611
340	0.9360362581	0.2339463535
341	0.9360362581	0.2339411488
342	0.9360362581	0.2339305027
343	0.9360362581	0.2339256771
344	0.9360362581	0.2339256759
345	0.9360362581	0.2339152729
346	0.9360362581	0.2339105229
347	0.9360362581	0.2339057694
348	0.9360362581	0.2339034657
349	0.9360362581	0.2339027921
350	0.9360362581	0.2338985619
351	0.9360362581	0.2338923629
352	0.9360362581	0.2338814872
353	0.9360362581	0.2338775147
354	0.9360362581	0.2338741977
355	0.9360362581	0.2338718027
356	0.9360362581	0.2338678698
357	0.9360362581	0.2338562307
358	0.9360362581	0.2338459031
359	0.9360362581	0.2338436929
360	0.9360362581	0.2338353028
361	0.9360362581	0.2338305361
362	0.9360362581	0.2338241716
363	0.9360362581	0.2338229336
364	0.9360362581	0.2338137092
365	0.9360362581	0.2338081252
366	0.9360362581	0.2337992011
367	0.9360362581	0.2337894009
368	0.9360362581	0.2337854705
369	0.9360362581	0.2337812146
370	0.9360362581	0.2337763498
371	0.9360362581	0.2337677663
372	0.9360362581	0.2337621739
373	0.9360362581	0.2337614388
374	0.9360362581	0.2337576379
375	0.9360362581	0.2337518256
376	0.9360362581	0.2337445671
377	0.9360362581	0.2337414311
378	0.9360362581	0.2337369148
379	0.9360362581	0.2337288203
380	0.9360362581	0.2337173308
381	0.9360362581	0.2337120685
382	0.9360362581	0.2337088715
383	0.9360362581	0.2336997948
384	0.9360362581	0.2336937103
385	0.9360362581	0.2336887333
386	0.9360362581	0.2336845416
387	0.9360362581	0.2336844823
388	0.9360362581	0.2336758787
389	0.9360362581	0.2336706162
390	0.9360362581	0.233661938
391	0.9360362581	0.2336481305
392	0.9360362581	0.233640259
393	0.9360362581	0.2336350009
394	0.9360362581	0.2336349953
395	0.9360362581	0.2336242304
396	0.9360362581	0.233615641
397	0.9360362581	0.2336096204
398	0.9360362581	0.2335983334
399	0.9360362581	0.2335879237
400	0.9360362581	0.2335841471
401	0.9360362581	0.2335738231
402	0.9360362581	0.2335681956
403	0.9360362581	0.233563292
404	0.9360362581	0.2335551487
405	0.9360362581	0.2335470508
406	0.9360362581	0.2335422828
407	0.9360362581	0.2335291743
408	0.9360362581	0.2335165615
409	0.9360362581	0.2335104293
410	0.9360362581	0.2335000492
411	0.9360362581	0.2334894471
412	0.9360362581	0.2334787285
413	0.9360362581	0.2334721329
414	0.9360362581	0.2334630463
415	0.9360362581	0.2334572423
416	0.9360362581	0.233453183
417	0.9360362581	0.23344804
418	0.9360362581	0.2334340145
419	0.9360362581	0.2334221624
420	0.9360362581	0.2334106789
421	0.9360362581	0.2334026183
422	0.9360362581	0.2333975603
423	0.9360362581	0.2333924438
424	0.9360362581	0.2333889926
425	0.9360362581	0.2333841333
426	0.9360362581	0.2333783583
427	0.9360362581	0.2333675411
428	0.9360362581	0.2333604742
429	0.936074185	0.2333529621
430	0.936074185	0.2333432496
431	0.936074185	0.23333578
432	0.936074185	0.233325793
433	0.936074185	0.2333190207
434	0.936074185	0.2333163375
435	0.936074185	0.2333101746
436	0.936074185	0.2333016897
437	0.936074185	0.2332951799
438	0.936074185	0.2332879355
439	0.936074185	0.2332838352
440	0.936074185	0.2332786329
441	0.936074185	0.2332685308
442	0.936074185	0.2332636583
443	0.936074185	0.2332571725
444	0.936074185	0.2332523792
445	0.936074185	0.2332469187
446	0.936074185	0.2332390184
447	0.936074185	0.233234043
448	0.936074185	0.233226998
449	0.936074185	0.2332176138
450	0.936074185	0.2332070957
451	0.936074185	0.2332024467
452	0.936074185	0.2331968718
453	0.936074185	0.2331911397
454	0.936074185	0.2331805369
455	0.936074185	0.2331727268
456	0.936074185	0.2331702842
457	0.936074185	0.2331614358
458	0.936074185	0.2331586794
459	0.936074185	0.2331523218
460	0.936074185	0.2331443999
461	0.936074185	0.233134541
462	0.936074185	0.2331302117
463	0.936074185	0.2331215108
464	0.936074185	0.2331147511
465	0.936074185	0.2331041502
466	0.936074185	0.2330965807
467	0.936074185	0.2330905068
468	0.936074185	0.2330855421
469	0.936074185	0.2330808419
470	0.936074185	0.2330763262
471	0.936074185	0.2330697576
472	0.936074185	0.2330659845
473	0.936074185	0.2330610639
474	0.936074185	0.2330509764
475	0.936074185	0.2330432834
476	0.936074185	0.2330311171
477	0.936074185	0.2330267035
478	0.936074185	0.233022602
479	0.936074185	0.2330185337
480	0.936074185	0.2330133381
481	0.936074185	0.2330110164
482	0.936074185	0.2330042593
483	0.936074185	0.2330015203
484	0.936074185	0.2329947642
485	0.936074185	0.2329925145
486	0.936074185	0.2329862159
487	0.936074185	0.2329785787
488	0.936074185	0.2329717514
489	0.936074185	0.2329648096
490	0.936074185	0.2329610838
491	0.936074185	0.2329589543
492	0.936074185	0.2329529232
493	0.936074185	0.2329435906
494	0.936074185	0.2329408217
495	0.936074185	0.2329346773
496	0.936074185	0.2329318189
497	0.936074185	0.2329285881
498	0.936074185	0.2329215599
499	0.936074185	0.2329125574
500	0.936074185	0.2329066612
501	0.936074185	0.2329040807
502	0.936074185	0.232898641
503	0.936074185	0.2328951496
504	0.936074185	0.2328891505
505	0.936074185	0.2328843044
506	0.936074185	0.2328814794
507	0.936074185	0.2328741193
508	0.936074185	0.2328662883
509	0.936074185	0.2328626197
510	0.936074185	0.2328552049
511	0.936074185	0.2328509231
512	0.936074185	0.2328433874
513	0.936074185	0.2328367229
514	0.936074185	0.232832143
515	0.936074185	0.2328277879
516	0.936074185	0.2328249784
517	0.936074185	0.2328190537
518	0.936074185	0.232814785
519	0.936074185	0.2328088489
520	0.936074185	0.2328008336
521	0.936074185	0.2327974433
522	0.936074185	0.232794062
523	0.936074185	0.2327909445
524	0.936074185	0.2327839959
525	0.936074185	0.2327823631
526	0.936074185	0.2327790385
527	0.936074185	0.2327725685
528	0.936074185	0.2327701738
529	0.936074185	0.2327686569
530	0.936074185	0.2327642163
531	0.936074185	0.2327589069
532	0.936074185	0.2327558681
533	0.936074185	0.2327519773
534	0.936074185	0.2327504996
535	0.936074185	0.2327450256
536	0.936074185	0.2327415834
537	0.936074185	0.2327376963
538	0.936074185	0.2327347947
539	0.936074185	0.2327311278
540	0.936074185	0.2327298564
541	0.936074185	0.2327283903
542	0.936074185	0.2327263758
543	0.936074185	0.2327175203
544	0.936074185	0.2327092342
545	0.936074185	0.2327063419
546	0.936074185	0.2327046838
547	0.936074185	0.2326997393
548	0.936074185	0.2326951563
549	0.936074185	0.2326861745
550	0.936074185	0.2326803813
551	0.936074185	0.2326750949
552	0.936074185	0.2326710081
553	0.936074185	0.2326682218
554	0.936074185	0.232665687
555	0.936074185	0.2326616422
556	0.936074185	0.2326568985
557	0.936074185	0.2326537074
558	0.936074185	0.2326457906
559	0.936074185	0.2326429581
560	0.936074185	0.2326397592
561	0.936074185	0.2326346536
562	0.936074185	0.2326311785
563	0.936074185	0.2326253569
564	0.936074185	0.2326229108
565	0.936074185	0.2326203157
566	0.936074185	0.2326173071
567	0.936074185	0.2326131596
568	0.936074185	0.2326102402
569	0.936074185	0.2326073247
570	0.936074185	0.2326033534
571	0.936074185	0.2325997566
572	0.936074185	0.2325969869
573	0.936074185	0.2325920725
574	0.936074185	0.2325897937
575	0.936074185	0.2325865634
576	0.936074185	0.2325819605
577	0.936074185	0.2325791739
578	0.936074185	0.2325724734
579	0.936074185	0.2325693405
580	0.936074185	0.2325655883
581	0.936074185	0.2325588233
582	0.936074185	0.2325553917
583	0.936074185	0.2325492348
584	0.936074185	0.2325455665
585	0.936074185	0.232539361
586	0.936074185	0.2325317712
587	0.936074185	0.2325301756
588	0.936074185	0.2325294269
589	0.936074185	0.2325285804
590	0.936074185	0.2325248474
591	0.936074185	0.2325219255
592	0.936074185	0.2325182519
593	0.936074185	0.2325150179
594	0.936074185	0.2325081301
595	0.936074185	0.2325033969
596	0.936074185	0.2325012324
597	0.936074185	0.2324969926
598	0.936074185	0.2324952637
599	0.936074185	0.2324906719
600	0.936074185	0.2324889027
601	0.936074185	0.2324832727
602	0.936074185	0.2324796076
603	0.936074185	0.2324730164
604	0.936074185	0.2324675396
605	0.936074185	0.2324593451
606	0.936074185	0.2324568183
607	0.936074185	0.2324513577
608	0.936074185	0.2324482485
609	0.936074185	0.2324450127
610	0.936074185	0.2324429495
611	0.936074185	0.2324385725
612	0.936074185	0.2324345074
613	0.936074185	0.232429405
614	0.936074185	0.2324230596
615	0.936074185	0.2324156904
616	0.936074185	0.2324146137
617	0.936074185	0.2324127593
618	0.936074185	0.2324074349
619	0.936074185	0.2324051815
620	0.936074185	0.2324007121
621	0.936074185	0.2323979955
622	0.936074185	0.2323947174
623	0.936074185	0.2323908218
624	0.936074185	0.2323881197
625	0.936074185	0.2323844483
626	0.936074185	0.2323805687
627	0.936074185	0.2323786438
628	0.936074185	0.2323733752
629	0.936074185	0.2323690404
630	0.936074185	0.2323675052
631	0.936074185	0.2323643526
632	0.936074185	0.232361356
633	0.936074185	0.2323571586
634	0.936074185	0.2323530451
635	0.936074185	0.232349132
636	0.936074185	0.2323468503
637	0.936074185	0.2323412536
638	0.936074185	0.2323396577
639	0.936074185	0.2323377078
640	0.936074185	0.232336606
641	0.936074185	0.2323353978
642	0.936074185	0.2323282784
643	0.936074185	0.2323228097
644	0.936074185	0.2323162852
645	0.936074185	0.2323134071
646	0.936074185	0.2323107029
647	0.936074185	0.2323067282
648	0.936074185	0.2323014287
649	0.936074185	0.232300705
650	0.936074185	0.232294854
651	0.936074185	0.2322873832
652	0.936074185	0.2322822085
653	0.936074185	0.232279076
654	0.936074185	0.2322766273
655	0.936074185	0.2322736623
656	0.936074185	0.2322723871
657	0.936074185	0.2322645583
658	0.936074185	0.2322621908
659	0.936074185	0.2322586353
660	0.936074185	0.2322524946
661	0.936074185	0.2322484933
662	0.936074185	0.2322443405
663	0.936074185	0.2322423223
664	0.936074185	0.2322402132
665	0.936074185	0.2322374972
666	0.936074185	0.2322332542
667	0.936074185	0.2322292484
668	0.936074185	0.2322271681
669	0.936074185	0.2322251206
670	0.936074185	0.2322238751
671	0.936074185	0.2322210205
672	0.936074185	0.2322195627
673	0.936074185	0.2322159942
674	0.936074185	0.2322126553
675	0.936074185	0.2322059676
676	0.936074185	0.2322050749
677	0.936074185	0.2322036005
678	0.936074185	0.232199868
679	0.936074185	0.2321983653
680	0.936074185	0.2321975005
681	0.936074185	0.2321954686
682	0.936074185	0.2321945639
683	0.936074185	0.2321923434
684	0.936074185	0.2321888721
685	0.936074185	0.2321879543
686	0.936074185	0.23218617
687	0.936074185	0.2321845438
688	0.936074185	0.2321842536
689	0.936074185	0.2321801012
690	0.936074185	0.2321785171
691	0.936074185	0.2321743468
692	0.936074185	0.232171955
693	0.936074185	0.2321687851
694	0.936074185	0.2321659321
695	0.936074185	0.2321615253
696	0.936074185	0.2321580502
697	0.936074185	0.2321544447
698	0.936074185	0.2321517831
699	0.936074185	0.2321472384
700	0.936074185	0.232146033
701	0.936074185	0.2321451855
702	0.936074185	0.2321441385
703	0.936074185	0.232142959
704	0.936074185	0.2321386302
705	0.936074185	0.2321344949
706	0.936074185	0.232133852
707	0.936074185	0.2321303814
708	0.936074185	0.2321271153
709	0.936074185	0.2321245814
710	0.936074185	0.2321217568
711	0.936074185	0.2321186965
712	0.936074185	0.2321127516
713	0.936074185	0.2321110396
714	0.936074185	0.2321103779
715	0.936074185	0.2321047511
716	0.936074185	0.2321018137
717	0.936074185	0.2321000919
718	0.936074185	0.2320939244
719	0.936074185	0.2320892851
720	0.936074185	0.2320868388
721	0.936074185	0.2320840808
722	0.936074185	0.2320834075
723	0.936074185	0.2320827627
724	0.936074185	0.2320798242
725	0.936074185	0.232076961
726	0.936074185	0.2320745908
727	0.936074185	0.2320739338
728	0.936074185	0.2320734073
729	0.936074185	0.2320714086
730	0.936074185	0.2320684627
731	0.936074185	0.2320660578
732	0.936074185	0.2320629991
733	0.936074185	0.232060251
734	0.936074185	0.2320587119
735	0.936074185	0.2320556303
736	0.936074185	0.2320510984
737	0.936074185	0.2320481212
738	0.936074185	0.2320424912
739	0.936074185	0.2320393366
740	0.936074185	0.2320384498
741	0.936074185	0.2320372688
742	0.936074185	0.2320360305
743	0.936074185	0.232033212
744	0.936074185	0.232031691
745	0.936074185	0.2320306094
746	0.936074185	0.232026309
747	0.936074185	0.2320249147
748	0.936074185	0.2320222651
749	0.936074185	0.2320174499
750	0.936074185	0.2320150694
751	0.936074185	0.2320107165
752	0.936074185	0.2320091892
753	0.936074185	0.2320057582
754	0.936074185	0.2320034201
755	0.936074185	0.232002544
756	0.936074185	0.232001114
757	0.936074185	0.2319948049
758	0.936074185	0.231991827
759	0.936074185	0.2319880708
760	0.936074185	0.2319870719
761	0.936074185	0.2319848525
762	0.936074185	0.2319831319
763	0.936074185	0.231982289
764	0.936074185	0.231979074
765	0.936074185	0.2319773499
766	0.936074185	0.2319752308
767	0.936074185	0.2319748412
768	0.936074185	0.2319721323
769	0.936074185	0.2319688387
770	0.936074185	0.2319659805
771	0.936074185	0.2319634378
772	0.936074185	0.231961945
773	0.936074185	0.2319577632
774	0.936074185	0.2319542251
775	0.936074185	0.2319484289
776	0.936074185	0.2319462827
777	0.936074185	0.2319460231
778	0.936074185	0.2319444724
779	0.936074185	0.2319420988
780	0.936074185	0.2319403244
781	0.936074185	0.2319382986
782	0.936074185	0.2319349185
783	0.936074185	0.2319304439
784	0.936074185	0.2319282883
785	0.936074185	0.2319266082
786	0.936074185	0.2319239627
787	0.936074185	0.2319210642
788	0.936074185	0.2319192246
789	0.936074185	0.2319183237
790	0.936074185	0.2319170282
791	0.936074185	0.2319143232
792	0.936074185	0.2319120829
793	0.936074185	0.2319107087
794	0.936074185	0.2319093507
795	0.936074185	0.2319077938
796	0.936074185	0.2319071089
797	0.936074185	0.231904197
798	0.936074185	0.231903436
799	0.936074185	0.2319014859
800	0.936074185	0.2318988963
801	0.936074185	0.2318964992
802	0.936074185	0.2318942655
803	0.936074185	0.2318921186
804	0.936074185	0.2318918137
805	0.936074185	0.2318914301
806	0.936074185	0.2318872989
807	0.936074185	0.2318863642
808	0.936074185	0.2318830046
809	0.936074185	0.2318826937
810	0.936074185	0.2318796688
811	0.936074185	0.2318751342
812	0.936074185	0.2318716736
813	0.936074185	0.2318686005
814	0.936074185	0.231868191
815	0.936074185	0.2318669247
816	0.936074185	0.2318642729
817	0.936074185	0.2318626295
818	0.936074185	0.2318608017
819	0.936074185	0.2318586059
820	0.936074185	0.2318581907
821	0.936074185	0.2318562103
822	0.936074185	0.2318546325
823	0.936074185	0.2318537503
824	0.936074185	0.2318522433
825	0.936074185	0.2318483291
826	0.936074185	0.2318472654
827	0.936074185	0.2318457256
828	0.936074185	0.2318432988
829	0.936074185	0.2318398786
830	0.936074185	0.2318374228
831	0.936074185	0.2318344369
832	0.936074185	0.2318328139
833	0.936074185	0.2318314786
834	0.936074185	0.2318293226
835	0.936074185	0.2318246695
836	0.936074185	0.2318235623
837	0.936074185	0.2318211894
838	0.936074185	0.2318193298
839	0.936074185	0.2318155767
840	0.936074185	0.2318146133
841	0.936074185	0.2318135879
842	0.936074185	0.2318117767
843	0.936074185	0.2318081605
844	0.936074185	0.2318060886
845	0.936074185	0.2318030367
846	0.936074185	0.2318004857
847	0.936074185	0.2317995067
848	0.936074185	0.2317986015
849	0.936074185	0.2317953216
850	0.936074185	0.2317924752
851	0.936074185	0.2317907345
852	0.936074185	0.2317889755
853	0.936074185	0.231784824
854	0.936074185	0.231782274
855	0.936074185	0.2317819712
856	0.936074185	0.2317805882
857	0.936074185	0.2317789224
858	0.936074185	0.2317779424
859	0.936074185	0.2317759713
860	0.936074185	0.2317730224
861	0.936074185	0.2317712996
862	0.936074185	0.2317682814
863	0.936074185	0.2317668867
864	0.936074185	0.2317648317
865	0.936074185	0.231763424
866	0.936074185	0.231762301
867	0.936074185	0.2317596685
868	0.936074185	0.2317582868
869	0.936074185	0.2317550521
870	0.936074185	0.2317544436
871	0.936074185	0.2317536454
872	0.936074185	0.2317498095
873	0.936074185	0.2317496008
874	0.936074185	0.2317471182
875	0.936074185	0.231745076
876	0.936074185	0.2317435225
877	0.936074185	0.2317411019
878	0.936074185	0.2317387411
879	0.936074185	0.2317383141
880	0.936074185	0.2317360142
881	0.936074185	0.2317347773
882	0.936074185	0.2317331492
883	0.936074185	0.2317317861
884	0.936074185	0.2317308567
885	0.936074185	0.2317285096
886	0.936074185	0.231727186
887	0.936074185	0.2317254425
888	0.936074185	0.2317234705
889	0.936074185	0.23172132
890	0.936074185	0.2317200346
891	0.936074185	0.2317184409
892	0.936074185	0.231716826
893	0.936074185	0.2317145941
894	0.936074185	0.2317137598
895	0.936074185	0.2317117533
896	0.936074185	0.2317103894
897	0.936074185	0.2317098721
898	0.936074185	0.231708302
899	0.936074185	0.2317068455
900	0.936074185	0.2317055583
901	0.936074185	0.2317051093
902	0.936074185	0.2317045832
903	0.936074185	0.2317036343
904	0.936074185	0.2317008133
905	0.936074185	0.2316993433
906	0.936074185	0.2316985515
907	0.936074185	0.2316959242
